1,2,1,3
2,4,0,4
2,4,1,3
2,3,1,3
3,4,0,5
3,5,0,3
4,4,0,7
5,5,0,8
6,8,0,11
6,13,0,10
8,11,0,11
8,13,1,7
7,13,1,13
8,14,0,21
9,17,0,20
10,19,0,24
10,15,0,26
10,14,0,26
10,13,1,20
10,16,0,16
11,15,0,15
12,20,0,13
14,13,1,16
13,16,1,11
13,17,2,11
14,23,1,12
13,16,0,11
14,19,0,10
15,19,0,15
15,13,1,16
17,16,1,15
18,19,2,18
16,16,2,19
16,25,1,16
15,18,1,14
16,17,1,18
13,21,3,10
12,14,2,15
13,15,2,12
13,11,5,18
13,12,4,21
13,14,7,24
14,19,11,18
16,17,10,23
14,17,9,17
16,19,11,15
18,20,19,20
19,24,25,16
17,18,19,16
18,17,25,13
17,13,22,13
16,16,16,15
16,13,11,16
17,12,17,13
17,10,12,14
16,7,11,12
15,10,12,11
16,13,5,15
20,15,7,16
17,17,4,22
16,19,4,13
15,21,10,13
14,15,6,15
14,10,5,15
15,14,13,14
14,12,17,17
14,11,13,17
15,8,17,16
15,11,12,16
15,13,18,13
14,14,18,15
15,19,15,18
15,20,15,14
15,18,19,17
15,15,16,21
15,21,11,17
16,21,15,18
15,22,19,13
16,21,23,13
14,13,20,11
15,20,18,9
14,12,15,14
13,12,15,8
14,12,15,7
14,15,19,7
13,15,19,6
12,7,15,6
13,8,15,9
13,9,22,10
13,13,21,6
11,8,18,5
13,9,24,6
11,3,18,5
9,4,14,5
10,3,14,6
9,3,13,6
11,4,15,5
10,4,14,7
12,7,16,7
13,11,11,9
12,17,11,13
12,14,9,14
12,13,9,20
14,20,12,19
14,15,13,20
15,16,18,20
14,16,16,14
14,18,14,15
14,20,12,6
15,20,9,6
14,20,10,7
15,19,11,10
13,16,7,13
13,17,4,11
14,15,4,13
14,17,5,12
14,12,10,9
12,11,15,7
13,13,18,9
14,19,15,10
15,20,18,8
13,17,12,11
13,13,11,12
16,18,12,10
17,20,18,11
16,11,14,15
16,11,16,17
15,13,20,16
13,11,17,17
14,7,19,21
16,13,20,20
15,14,15,22
14,13,14,22
