1,2,1,2
3,2,4,6
7,6,12,12
14,14,25,22
25,22,42,35
31,33,39,42
35,38,38,38
39,43,42,37
40,40,44,41
40,38,41,36
42,47,41,43
42,45,42,37
40,37,34,48
41,40,38,30
43,42,45,43
41,37,41,43
43,38,39,43
40,42,39,42
43,38,47,42
43,44,40,42
40,39,42,39
40,41,38,44
43,43,47,40
39,40,45,39
44,41,37,47
40,41,43,37
41,38,37,37
42,41,40,39
41,42,44,41
41,39,46,42
42,38,35,48
41,39,46,42
43,41,41,40
42,45,40,44
40,38,40,39
43,42,44,48
41,40,35,44
41,37,45,40
42,44,41,40
41,40,52,38
41,38,36,45
41,38,39,47
42,43,40,44
40,37,41,43
43,43,42,45
40,39,42,34
42,39,44,40
41,44,37,36
42,40,44,47
43,45,43,37
41,33,41,43
42,43,38,43
42,47,33,44
42,38,49,47
43,45,44,44
40,34,38,38
42,42,43,46
40,34,38,40
41,45,41,46
40,39,43,39
41,40,36,44
42,41,42,33
40,37,47,42
41,43,37,43
42,39,42,42
43,48,39,43
44,43,38,42
40,38,45,42
41,43,45,40
41,38,38,43
41,40,44,44
41,37,43,42
43,42,44,41
43,42,42,42
42,44,39,40
42,42,40,42
41,42,35,40
44,46,45,47
42,36,42,36
41,41,44,42
43,43,34,45
41,38,42,40
43,44,39,41
41,38,43,42
42,42,40,44
42,40,44,39
40,43,35,42
41,41,38,45
40,43,42,41
40,37,46,41
42,45,44,41
41,42,42,42
41,41,41,43
43,33,42,40
40,40,38,42
42,37,44,41
42,45,36,45
42,46,43,37
41,41,43,40
41,38,40,41
41,38,41,42
40,35,39,38
40,44,37,45
43,42,44,38
41,42,40,38
41,42,38,42
41,44,44,41
43,44,43,41
42,43,41,45
41,42,45,39
41,38,40,41
41,44,40,35
41,42,42,44
39,35,42,35
42,42,42,44
42,42,41,39
42,42,44,47
41,43,47,36
41,32,44,41
40,36,45,42
42,41,40,44
42,38,43,43
39,40,42,41
43,34,45,38
40,44,42,44
40,37,36,46
42,49,44,44
42,39,39,41
42,47,47,41
42,41,39,48
42,40,41,39
43,41,47,47
40,39,41,38
43,39,45,41
43,41,40,41
41,41,44,45
42,37,41,39
41,39,42,43
42,39,42,37
40,40,39,35
41,36,44,46
42,41,39,37
41,40,41,46
42,44,36,43
42,38,40,43
40,40,39,45
42,38,52,40
43,46,37,45
41,39,48,40
41,46,38,43
41,40,42,35
42,44,46,39
43,45,47,38
42,42,38,48
43,44,49,41
41,39,37,44
42,42,42,42
41,41,43,41
42,45,39,43
39,32,42,39
45,46,47,44
40,43,42,39
42,44,44,44
40,39,37,35
41,41,42,38
41,38,40,41
41,39,42,45
42,46,42,44
41,40,42,42
40,38,43,41
41,43,38,37
39,39,41,35
44,36,33,46
40,47,41,37
42,39,45,39
42,42,41,37
42,41,43,41
42,36,45,40
40,39,41,37
42,45,38,45
42,45,48,34
